name,url,brand,price,rating,shipping
Women's Classic Cap Sleeve Wrap Dress (Available in Plus Size),https://www.amazon.com/Amazon-Essentials-Womens-Sleeve-Classic/dp/B09H2T7MZL/ref=sr_1_7?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-7,Amazon Essentials,37.9,4.4,0
Dresses Sexy Wrap Knit Y2k Fashion Bodycon Sleeveless BacklessWomens Summer Halter Dresses Sexy Wrap Knit Y2k Fashion Bodycon Sleeveless Backless,https://www.amazon.com/Womens-Dresses-Bodycon-Sleeveless-Backless/dp/B093GW5FQN/ref=sr_1_8?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-8,Generic,22.99,4.3,0
Daily Ritual Women's Jersey Standard-Fit Short-Sleeve Scoopneck T-Shirt Dress,https://www.amazon.com/Amazon-Brand-Ritual-Short-Sleeve-T-Shirt/dp/B072JTX95R/ref=sr_1_9?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-9,Daily Ritual,17.7,4.3,0
Women's Elegant Long Lantern Sleeve Short Dress Crewneck Tie Waist Knit Cocktail Dress,https://www.amazon.com/PRETTYGARDEN-Womens-Elegant-Lantern-Crewneck/dp/B07FR914QJ/ref=sr_1_10?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-10,PRETTYGARDEN Store,35.22,5,0
Women's Naomi Longsleeve Jersey Knit Twist Long Maxi Gown Dress,https://www.amazon.com/Dress-Population-Womens-Bodycon-Black/dp/B07Z5Q92XC/ref=sr_1_12?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-12,Dress the Population Store,99,4,0
Women's Jersey Relaxed-Fit Muscle-Sleeve Swing Dress,https://www.amazon.com/Daily-Ritual-Womens-Charcoal-Heather/dp/B08P7F2ZWJ/ref=sr_1_13?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-13,Daily Ritual,21.3,4.4,0
Women's Surplice Dress (Available in Plus Size),https://www.amazon.com/s?k=Women%27s+Dresses&rh=n%3A11006702011&ref=nb_sb_noss,Amazon Essentials,24.8,4.4,0
Womens Summer Mesh Ruched Dress Sexy V Neck Ruffle Flutter Short Sleeve Stretchy Bodycon Party Dresses,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A07730153L9Z8TMOR1L82&url=%2FBAISHENGGT-Flutter-Stretchy-Bodycon-Dresses%2Fdp%2FB09YLVTPGZ%2Fref%3Dsr_1_15_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782717%26s%3Dapparel%26sr%3D1-15-spons%26psc%3D1&qualifier=1655782717&id=4340593718897948&widgetName=sp_mtf,BAISHENGGT,32.99,5,0
Women's Short/Long Sleeve T-Shirt Dresses Casual Ruffle Swing Dress with Pockets,https://www.amazon.com/TAOHUADAO-Womens-Summer-Dresses-Pockets/dp/B09N82MGJ4/ref=sr_1_16_sspa?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-16-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyU1Q5UERCNkwyTVdPJmVuY3J5cHRlZElkPUEwMzU5NDc5M1VDSUdHQlg5UVVSUCZlbmNyeXB0ZWRBZElkPUEwODI1NjQyVksyMUNVVlRBN005JndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,TAOHUADAO ,29.99,4.3,0
Women's Flippy Fit N' Flare Dress with 3/4 Sleeves,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A10483101429Z1EESWFFX&url=%2FRekucci-Womens-Flippy-Sleeves-Aubergine%2Fdp%2FB077PL8NXB%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782717%26s%3Dapparel%26sr%3D1-17-spons%26psc%3D1&qualifier=1655782717&id=4340593718897948&widgetName=sp_mtf,Rekucci,49.99,4.1,0
Womens Wrap V Neck Long Sleeve Split Wrap Velvet Elegant Bodycon Ruched Cocktail Party Midi Dress,https://www.amazon.com/HUHOT-Valentines-Bridesmaid-Cocktail-Burgundy/dp/B09B8S255S/ref=sr_1_18?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-18,HUHOT,67.99,4.4,0
Textured Balloon Mini Dress Pink SM,https://www.amazon.com/English-Factory-Textured-Balloon-Dress/dp/B09Y34VST2/ref=sr_1_19?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-19,English Factory,60.85,NA,0
Women's One Piece Laced Short Cocktail Dress,https://www.amazon.com/Nightway-Womens-Piece-Cocktail-Merlot/dp/B073WMKBNZ/ref=sr_1_20?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-20,Nightway,48.26,4.1,0
Women's V-Neck Sleeveless Dress,https://www.amazon.com/bebe-V-Neck-Sleeveless-Dress-Light/dp/B09CTKDYC8/ref=sr_1_21?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-21,bebe,47.6,3.8,0
Women's Lightweight Jersey Slim-fit Tank Mini Dress,https://www.amazon.com/Amazon-Daily-Ritual-Womens-Slim-fit/dp/B09FKWXGG2/ref=sr_1_22?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-22,Daily Ritual,19.9,4.1,0
Women's Eyelets Up Here Dress,https://www.amazon.com/BB-DAKOTA-Madden-Womens-Eyelets/dp/B09K4LMKTT/ref=sr_1_23?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-23,BB DAKOTA,52.25,NA,0
Women's #1 Crush Dress,https://www.amazon.com/BB-Dakota-womens-Crush-Casual/dp/B08LKXQYK7/ref=sr_1_24?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-24,BB DAKOTA,44.25,4.4,0
Women's Straight Round Woven Mini Sundress Dress,https://www.amazon.com/Billabong-womens-Straight-Sundress-X-Small/dp/B09QH9KCZM/ref=sr_1_25?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-25,Billabong,46.76,3.9,0
Women's Smokeshow Dress,https://www.amazon.com/BB-Dakota-Steve-Madden-SMOKESHOW/dp/B08W8P8PYM/ref=sr_1_26?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-26,BB DAKOTA,45.99,3.5,0
Goodthreads Women's Heritage Fleece Short-Sleeve Cocoon Dress with Pockets,https://www.amazon.com/Amazon-Goodthreads-Short-Sleeve-Pockets-X-Large/dp/B08WK6CBF5/ref=sr_1_27?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-27,Goodthreads,42.1,4.1,0
Women's Georgette Ruffle-Sleeve Mini Dress,https://www.amazon.com/Amazon-Brand-Goodthreads-Georgette-Ruffle-Sleeve/dp/B08KQH1W3M/ref=sr_1_28?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-28,Goodthreads,43.6,4.2,0
Women's Cut Out Sleeveless Bodycon Dress,https://www.amazon.com/Speechless-Womens-Sleeveless-Bodycon-Dress/dp/B093X6P63J/ref=sr_1_29?keywords=Women%27s+Dresses&qid=1655782717&s=apparel&sr=1-29,Speechless,55.1,4.5,0
Locryz Women's Summer Twist Knot Tshirt Dresses Casual V Neck Short Sleeve Knot Dress,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A010179011A19R7AZ5XIF&url=%2FLocryz-Womens-Casual-Pleated-Dresses%2Fdp%2FB09BTG2FG4%2Fref%3Dsr_1_30_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782717%26s%3Dapparel%26sr%3D1-30-spons%26psc%3D1&qualifier=1655782717&id=4340593718897948&widgetName=sp_mtf,Locryz Store,26.99,4.4,0
Women's Hide Belly Blouson Knee Length Dress with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A01171651YAI6C3YCBPZI&url=%2FWomens-Summer-Modest-Pockets-Sleeve%2Fdp%2FB08SJ5C2XX%2Fref%3Dsr_1_31_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782717%26s%3Dapparel%26smid%3DA2YUD68XE8N67S%26sr%3D1-31-spons%26psc%3D1&qualifier=1655782717&id=4340593718897948&widgetName=sp_mtf,Simier Fariry,31.44,4.1,0
Women's Summer Casual Dress Sweet & Cute V-Neck Mini Dress with Pocket Short Sleevele Ruffle Dress,https://www.amazon.com/nclook-Summer-Casual-Flutter-Smocked/dp/B09SYPHFZK/ref=sr_1_60_sspa?keywords=Women%27s%2BDresses&qid=1655785517&s=apparel&sr=1-60-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSUdDUUZGUlU2M1VPJmVuY3J5cHRlZElkPUEwNzk3MzMzMkNRUVhHOVRONU5XTCZlbmNyeXB0ZWRBZElkPUEwNDc3NTg3MlpDN1JHVDMyTEg4NSZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1&psc=1,nclook,31.49,3.8,0
Women's 3/4 Puff Sleeves Ruffle Mini Dress V Neck Solid Pleated Babydoll Dresses with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A08602101D50D39KG6XBA&url=%2Fgoforparis-Sleeves-Pleated-Babydoll-Dresses%2Fdp%2FB09XGD9GR7%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655785517%26s%3Dapparel%26sr%3D1-59-spons%26psc%3D1&qualifier=1655785517&id=6698433105083128&widgetName=sp_btf,goforparis,30.99,3.9,0
Women's Flippy Fit N' Flare Dress with 3/4 Sleeves,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A09710432QLLXXX51LVIX&url=%2FRekucci-Womens-Flippy-Sleeves-Aubergine%2Fdp%2FB077P81X68%2Fref%3Dsr_1_58_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655785517%26s%3Dapparel%26sr%3D1-58-spons%26psc%3D1&qualifier=1655785517&id=6698433105083128&widgetName=sp_btf,Rekucci,49.99,4.1,0
Women’s Casual Striped Sleeveless Jumpsuit Crewneck Tie Waist Tank Top Short Romper Pajama with Pockets,https://www.amazon.com/KIRUNDO-Striped-Sleeveless-Jumpsuit-Crewneck/dp/B082VYTRMQ/ref=sr_1_57_sspa?keywords=Women%27s%2BDresses&qid=1655785517&s=apparel&sr=1-57-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSUdDUUZGUlU2M1VPJmVuY3J5cHRlZElkPUEwNzk3MzMzMkNRUVhHOVRONU5XTCZlbmNyeXB0ZWRBZElkPUEwNjc1MzEyMzJaT0dXRlcwQzVQTCZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU&th=1&psc=1,KIRUNDO,30.99,4.1,0
Women's Summer Beach Dress Bikini Cover Up Casual Vacation Short Dresses,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_fashion-womens-clothing_sr_pg1_1?ie=UTF8&adId=A05993852MK7DSUN7VC2A&url=%2Fpinziko-Womens-Summer-Vacation-Dresses%2Fdp%2FB097DCY3XS%2Fref%3Dsr_1_3_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655785843%26s%3Dapparel%26sr%3D1-3-spons%26psc%3D1&qualifier=1655785843&id=7197162304537668&widgetName=sp_atf,pinziko,26.97,4.2,0
Women's Sleeveless Bodycon Tank Dress PU Leather Mini Dresses,https://www.amazon.com/SweatyRocks-Sleeveless-Bodycon-Leather-Dresses/dp/B09MF8ZXG1/ref=sr_1_102?keywords=Women%27s+Dresses&qid=1655785907&s=apparel&sr=1-102,SweatyRocks,21.99,4.5,0
Women's Ruched V Neck Tie Shoulder Skater Mini Dress Ruffle Drawstring High Waist Sleeveless A Line Dresses,https://www.amazon.com/SheIn-Sleeveless-Shoulder-Drawstring-Dresses/dp/B0995VNZZ9/ref=sr_1_101?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-101,SheIn,31.99,3.8,0
Women's Satin Sleeveless Spaghetti Strap Mini Dress Side Slit Cowl Neck Cocktail Party Dresses,https://www.amazon.com/ZAFUL-Womens-Sleveless-Spaghetti-Cocktail/dp/B09P4WJGB9/ref=sr_1_103?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-103,ZAFUL,29.99,3.5,0
Women's Casual Batwing Sleeve One Shoulder Dresses Summer Club Party Cocktail Dresses,https://www.amazon.com/Jhsnjnr-Womens-Shoulder-Sleeve-Wedding/dp/B09M2483V6/ref=sr_1_104?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-104,Jhsnjnr,28.99,3.9,0
Womens Wrap V Neck Long Sleeve Split Wrap Velvet Elegant Bodycon Ruched Cocktail Party Midi Dress,https://www.amazon.com/HUHOT-Valentines-Bridesmaid-Cocktail-Burgundy/dp/B09B8S255S/ref=sr_1_105?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-105,HUHOT,67.99,4.4,0
Women's V Neck Short Sleeve Ruffle Loose Summer Flowy Mini Dress,https://www.amazon.com/MIHOLL-Womens-Sleeve-Ruffle-Summer/dp/B08V1BZXWJ/ref=sr_1_106?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-106,MIHOLL,35.99,4.1,0
Women's Sexy Ruched Bodycon Spaghetti Strap Backless Maxi Pencil Formal Dress,https://www.amazon.com/LVOW-Spaghetti-Bodycon-Backless-X-Small/dp/B0982PYWS5/ref=sr_1_107?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-107,L'VOW,43.99,4.4,0
Women's Sexy Ruched Halter Neck Sleeveless Bodycon Chic Stretchy Club Midi Pencil Dress,https://www.amazon.com/LVOW-Sleeveless-Stretchy-Bodycon-Burgundy/dp/B09NN3V69X/ref=sr_1_108?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-108,L'VOW,41.99,4.6,0
Women's Sleeveless Hollow Out Twist Bodycon Dress Wrap Slim Fit Party Evening Dresses,https://www.amazon.com/Acelitt-Fashion-Sleeveless-Bodycon-Elegant/dp/B08XBBHWYX/ref=sr_1_109?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-109,Acelitt,29.99,4.3,0
Women's Basic Sleeveless Tube Top Sexy Strapless Bodycon Midi Club Dress,https://www.amazon.com/BORIFLORS-Sleeveless-Strapless-Bodycon-X-Large/dp/B07K9HMDW7/ref=sr_1_110?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-110,BORIFLORS,19.99,4.4,0
Women Sexy Spaghetti Strap Dress Sleeveless Ruched Bodycon Midi Dress Drawstring Party Clubwear Mini Dress,https://www.amazon.com/Kafiloe-Spaghetti-Sleeveless-Drawstring-Clubwear/dp/B0928T5K5L/ref=sr_1_111?keywords=Women%27s+Dresses&qid=1655785938&s=apparel&sr=1-111,Kafiloe,30.99,3.6,0
Women's Casual Flowy Pleated Loose Dresses with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_fashion-womens-clothing_sr_pg2_1?ie=UTF8&adId=A05540221G36STEI5Y199&url=%2FDouBCQ-Womens-Pleated-Dresses-Pockets%2Fdp%2FB08PFVKQ65%2Fref%3Dsr_1_49_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782900%26s%3Dapparel%26sr%3D1-49-spons%26psc%3D1&qualifier=1655782900&id=3389080170232192&widgetName=sp_atf_next,DouBCQ,26.34,4.3,0
Women's Hide Belly Blouson Knee Length Dress with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_fashion-womens-clothing_sr_pg2_1?ie=UTF8&adId=A0016766ASGL2R34D9G3&url=%2FWomens-Floral-Sleeve-Casual-Pockets%2Fdp%2FB07RYL89FN%2Fref%3Dsr_1_50_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782900%26s%3Dapparel%26smid%3DA2YUD68XE8N67S%26sr%3D1-50-spons%26psc%3D1&qualifier=1655782900&id=3389080170232192&widgetName=sp_atf_next,Simier Fariry,33.99,4.1,0
Women Summer Casual Short Sleeve Dresses Empire Waist Dress with Pockets,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_fashion-womens-clothing_sr_pg2_1?ie=UTF8&adId=A00026672RZK4E6ULJHIQ&url=%2FDB-MOON-Womens-Dresses-Pockets%2Fdp%2FB07RLP9CL9%2Fref%3Dsr_1_51_sspa%3Fkeywords%3DWomen%2527s%2BDresses%26qid%3D1655782900%26s%3Dapparel%26sr%3D1-51-spons%26psc%3D1&qualifier=1655782900&id=3389080170232192&widgetName=sp_atf_next,DB MOON,25.99,4.2,0
Women's Casual Dresses Short Sleeve Summer Dress with Pockets,https://www.amazon.com/Nova-Sky-Womens-Floral-Dresses/dp/B08CN31DT9/ref=sr_1_52_sspa?keywords=Women%27s%2BDresses&qid=1655782900&s=apparel&sr=1-52-spons&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyR09GRTVYWlZXV1I2JmVuY3J5cHRlZElkPUEwMjAxNzU3MTFROEhIN0JHUlJIRyZlbmNyeXB0ZWRBZElkPUEwMDAyMDcxMlpIVEFTUFpDSjRLQiZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1&psc=1,Nova In Sky,25.99,3.9,0
Women's Diana Mini Dress,https://www.amazon.com/Norma-Kamali-Womens-Diana-Dress/dp/B0973PGM14/ref=sr_1_53?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-53,Norma Kamali,225,3.8,0
Women's Slim Fit Sleeveless Turtle Dress to Knee,https://www.amazon.com/Norma-Kamali-Womens-Sleeveless-Turtle/dp/B08L9G3LLG/ref=sr_1_54?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-54,Norma Kamali,74.27,3.4,0
Women's Sephra Sweetheart Neck 3/4 Sleeve Ruched Mini Dress,https://www.amazon.com/ASTR-label-Womens-Sweetheart-X-Small/dp/B085R4R6KZ/ref=sr_1_55?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-55,ASTR the label,63.71,3.2,0
Women's Long Sleeveless Dress with Shawl,https://www.amazon.com/Alex-Evenings-Womens-Sleeveless-Champagne/dp/B07KQFPK2Q/ref=sr_1_56?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-56,Alex Evenings,269,4.1,0
Women's Casual,https://www.amazon.com/Desigual-Womens-Casual-Multicolor-L/dp/B0999G5D5W/ref=sr_1_57?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-57,Desigual,57,5,0
Women's Long Sleeve Drapped Mini Dress,https://www.amazon.com/Seta-Apparel-Womens-Sleeve-Draped/dp/B08WJX4L71/ref=sr_1_58?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-58,Seta Apparel,43.6,3.2,0
Women's Petite Round Neck,https://www.amazon.com/Calvin-Klein-Womens-Petite-Lagoon/dp/B09PZFVBHS/ref=sr_1_59?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-59,Calvin Klein,116.16,5,0
Women's Sleeveless Swing Dress,https://www.amazon.com/Norma-Kamali-Womens-Sleeveless-Swing/dp/B08L7CXWFZ/ref=sr_1_60?keywords=Women%27s+Dresses&qid=1655782900&s=apparel&sr=1-60,Norma Kamali,50.26,4.2,0
